"","det_id","perp_id","det_start","det_end","det_start_year","det_end_year","det_vulnerable_population","det_age_range","det_gender","det_status","det_violation","det_related_penal_facilities","det_province_penal_facility","det_penal_facility_affiliation","det_type_of_penal_facility","det_event","detainee_number","perp_nationality","perp_organisational_affiliation","perp_age_range","perp_rank","perp_related_penal_facility","perp_affiliated_province","perp_type_of_penal_facility","det_vulnerable_population_bi","det_violation_cl","Deprivation of Liberty","Sexual Violence","Torture","Freedom of Expression","Health","Fair Trial","Conscience and Religion","Forced Labor","Children","Life","Disability"
"1700","det-A0028","perp-A0037","01/11/2014","16/10/2016",2014,2016,"Women","40-49","Female","Released from all facilities","Arbitrary Deprivation of Liberty_A0028|Violation of Freedom of Expression_1_A0028|Violation of Freedom of Expression_2_A0028|Violation of Right to Health_1_A0028|Forced Labour_A0028|Violation of Right to Health_3_A0028|Violation of Right to Health_2_A0028|Torture & CID_1_A0028|Torture & CID_2_A0028|Torture & CID_3_A0028|Violation of the Right to Freedom of Conscience, Thought and Religion_2_A0028|Violation of the Right to Freedom of Conscience, Thought and Religion_1_A0028|Violation of the Right to a Fair Trial_A0028","Hyesan City MPS Waiting Room|Hyesan City MPS Detention Centre|Kaechon Re-education Camp|Hyesan City Hospital","Ryanggang|Ryanggang|South Pyongan|Ryanggang","Ministry of People's Security|Ministry of People's Security|Ministry of People's Security|Other North Korean government organisation","Waiting Room|Detention Centre|Re-education Camp |Temporary Detention Facility::Other",1,1,"North Korean","Ministry of People’s Security","30-39","Captain (taewi)","Hyesan City MPS Waiting Room","Ryanggang","Waiting Room",1,"Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Right to Health|Forced Labour|Violation of Right to Health|Violation of Right to Health|Torture & CID|Torture & CID|Torture & CID|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to a Fair Trial",1,0,1,1,1,1,1,1,0,0,0
"1701","det-A0070","perp-A2061","01/12/2007","31/01/2017",2007,2017,"N/A","40-49","Male","Released from all facilities","Arbitrary Deprivation of Liberty_A0070|Torture & CID_2_A0070|Torture & CID_1_A0070|Violation of the Right to a Fair Trial_A0070|Violation of Right to Health_1_A0070|Violation of Right to Health_2_A0070|Forced Labour_A0070|Violation of Freedom of Expression_A0070","Hyesan City MPS Detention Centre|Kaechon Re-education Camp","Ryanggang|South Pyongan","Ministry of People's Security|Ministry of People's Security","Detention Centre|Re-education Camp",1,1,"North Korean","Ministry of People’s Security","50-59","Lieutenant (jungwi)","Hyesan City MPS Detention Centre","Ryanggang","Detention Centre",0,"Arbitrary Deprivation of Liberty|Torture & CID|Torture & CID|Violation of the Right to a Fair Trial|Violation of Right to Health|Violation of Right to Health|Forced Labour|Violation of Freedom of Expression",1,0,1,1,1,1,0,1,0,0,0
"1702","det-A0070","perp-A0079","01/12/2007","31/01/2017",2007,2017,"N/A","40-49","Male","Released from all facilities","Arbitrary Deprivation of Liberty_A0070|Torture & CID_2_A0070|Torture & CID_1_A0070|Violation of the Right to a Fair Trial_A0070|Violation of Right to Health_1_A0070|Violation of Right to Health_2_A0070|Forced Labour_A0070|Violation of Freedom of Expression_A0070","Hyesan City MPS Detention Centre|Kaechon Re-education Camp","Ryanggang|South Pyongan","Ministry of People's Security|Ministry of People's Security","Detention Centre|Re-education Camp",1,1,"North Korean","Other North Korean Public Official","Unknown","Other","Hyesan City MPS Detention Centre","Ryanggang","Detention Centre",0,"Arbitrary Deprivation of Liberty|Torture & CID|Torture & CID|Violation of the Right to a Fair Trial|Violation of Right to Health|Violation of Right to Health|Forced Labour|Violation of Freedom of Expression",1,0,1,1,1,1,0,1,0,0,0
"1703","det-A0070","perp-A0078","01/12/2007","31/01/2017",2007,2017,"N/A","40-49","Male","Released from all facilities","Arbitrary Deprivation of Liberty_A0070|Torture & CID_2_A0070|Torture & CID_1_A0070|Violation of the Right to a Fair Trial_A0070|Violation of Right to Health_1_A0070|Violation of Right to Health_2_A0070|Forced Labour_A0070|Violation of Freedom of Expression_A0070","Hyesan City MPS Detention Centre|Kaechon Re-education Camp","Ryanggang|South Pyongan","Ministry of People's Security|Ministry of People's Security","Detention Centre|Re-education Camp",1,1,"North Korean","Ministry of People’s Security","Unknown","Major (sojwa)","Kaechon Re-education Camp","South Pyongan","Re-education Camp",0,"Arbitrary Deprivation of Liberty|Torture & CID|Torture & CID|Violation of the Right to a Fair Trial|Violation of Right to Health|Violation of Right to Health|Forced Labour|Violation of Freedom of Expression",1,0,1,1,1,1,0,1,0,0,0
"1704","det-A0070","perp-A0076","01/12/2007","31/01/2017",2007,2017,"N/A","40-49","Male","Released from all facilities","Arbitrary Deprivation of Liberty_A0070|Torture & CID_2_A0070|Torture & CID_1_A0070|Violation of the Right to a Fair Trial_A0070|Violation of Right to Health_1_A0070|Violation of Right to Health_2_A0070|Forced Labour_A0070|Violation of Freedom of Expression_A0070","Hyesan City MPS Detention Centre|Kaechon Re-education Camp","Ryanggang|South Pyongan","Ministry of People's Security|Ministry of People's Security","Detention Centre|Re-education Camp",1,1,"North Korean","Ministry of People’s Security","40-49","Major (sojwa)","Hyesan City MPS Detention Centre","Ryanggang","Detention Centre",0,"Arbitrary Deprivation of Liberty|Torture & CID|Torture & CID|Violation of the Right to a Fair Trial|Violation of Right to Health|Violation of Right to Health|Forced Labour|Violation of Freedom of Expression",1,0,1,1,1,1,0,1,0,0,0
"1705","det-A0070","perp-A0075","01/12/2007","31/01/2017",2007,2017,"N/A","40-49","Male","Released from all facilities","Arbitrary Deprivation of Liberty_A0070|Torture & CID_2_A0070|Torture & CID_1_A0070|Violation of the Right to a Fair Trial_A0070|Violation of Right to Health_1_A0070|Violation of Right to Health_2_A0070|Forced Labour_A0070|Violation of Freedom of Expression_A0070","Hyesan City MPS Detention Centre|Kaechon Re-education Camp","Ryanggang|South Pyongan","Ministry of People's Security|Ministry of People's Security","Detention Centre|Re-education Camp",1,1,"North Korean","Ministry of People’s Security","40-49","Captain (taewi)","Hyesan City MPS Detention Centre","Ryanggang","Detention Centre",0,"Arbitrary Deprivation of Liberty|Torture & CID|Torture & CID|Violation of the Right to a Fair Trial|Violation of Right to Health|Violation of Right to Health|Forced Labour|Violation of Freedom of Expression",1,0,1,1,1,1,0,1,0,0,0
"1706","det-A0070","perp-A0074","01/12/2007","31/01/2017",2007,2017,"N/A","40-49","Male","Released from all facilities","Arbitrary Deprivation of Liberty_A0070|Torture & CID_2_A0070|Torture & CID_1_A0070|Violation of the Right to a Fair Trial_A0070|Violation of Right to Health_1_A0070|Violation of Right to Health_2_A0070|Forced Labour_A0070|Violation of Freedom of Expression_A0070","Hyesan City MPS Detention Centre|Kaechon Re-education Camp","Ryanggang|South Pyongan","Ministry of People's Security|Ministry of People's Security","Detention Centre|Re-education Camp",1,1,"North Korean","Ministry of People’s Security","40-49","Major (sojwa)","Hyesan City MPS Detention Centre","Ryanggang","Detention Centre",0,"Arbitrary Deprivation of Liberty|Torture & CID|Torture & CID|Violation of the Right to a Fair Trial|Violation of Right to Health|Violation of Right to Health|Forced Labour|Violation of Freedom of Expression",1,0,1,1,1,1,0,1,0,0,0
"1707","det-A0953","perp-A0955","01/02/2008","31/03/2008",2008,2008,"Women","50-59","Female","Released from all facilities","Arbitrary Deprivation of Liberty_2_A0953|Arbitrary Deprivation of Liberty_1_A0953|Violation of Freedom of Expression_2_A0953|Violation of Freedom of Expression_3_A0953|Violation of Right to Health_3_A0953|Violation of Right to Health_4_A0953|Violation of Right to Health_1_A0953|Violation of Right to Health_5_A0953|Violation of the Right to Freedom of Conscience, Thought and Religion_1_A0953|Violation of Freedom of Expression_1_A0953|Violation of Right to Health_2_A0953|Violation of Freedom of Expression_5_A0953|Violation of Freedom of Expression_4_A0953|Violation of the Right to Freedom of Conscience, Thought and Religion_2_A0953|Violation of the Right to Freedom of Conscience, Thought and Religion_3_A0953|Violation of the Right to Freedom of Conscience, Thought and Religion_4_A0953|Violation of the Right to Freedom of Conscience, Thought and Religion_5_A0953|Violation of the Right to a Fair Trial_A0953|Rape & Other Forms of Sexual Violence_A0953|Torture & CID_1_A0953|Torture & CID_2_A0953|Torture & CID_3_A0953|Torture & CID_4_A0953|Torture & CID_5_A0953","North Hamgyong Provincial MSS Detention Centre |Musan County MSS Detention Centre|North Hamgyong Provincial MPS Detention Centre|Chongori Re-education Camp","North Hamgyong|North Hamgyong|North Hamgyong|North Hamgyong","Ministry of State Security|Ministry of State Security|Ministry of People's Security|Ministry of People's Security","Detention Centre|Detention Centre|Detention Centre|Re-education Camp",1,1,"North Korean","Ministry of State Security","30-39","Captain (taewi)","Musan County MSS Detention Centre","North Hamgyong","Detention Centre",1,"Arbitrary Deprivation of Liberty|Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of Freedom of Expression|Violation of Right to Health|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to a Fair Trial|Rape & Other Forms of Sexual Violence|Torture & CID|Torture & CID|Torture & CID|Torture & CID|Torture & CID",1,1,1,1,1,1,1,0,0,0,0
"1708","det-A0953","perp-A0958","01/02/2008","31/03/2008",2008,2008,"Women","50-59","Female","Released from all facilities","Arbitrary Deprivation of Liberty_2_A0953|Arbitrary Deprivation of Liberty_1_A0953|Violation of Freedom of Expression_2_A0953|Violation of Freedom of Expression_3_A0953|Violation of Right to Health_3_A0953|Violation of Right to Health_4_A0953|Violation of Right to Health_1_A0953|Violation of Right to Health_5_A0953|Violation of the Right to Freedom of Conscience, Thought and Religion_1_A0953|Violation of Freedom of Expression_1_A0953|Violation of Right to Health_2_A0953|Violation of Freedom of Expression_5_A0953|Violation of Freedom of Expression_4_A0953|Violation of the Right to Freedom of Conscience, Thought and Religion_2_A0953|Violation of the Right to Freedom of Conscience, Thought and Religion_3_A0953|Violation of the Right to Freedom of Conscience, Thought and Religion_4_A0953|Violation of the Right to Freedom of Conscience, Thought and Religion_5_A0953|Violation of the Right to a Fair Trial_A0953|Rape & Other Forms of Sexual Violence_A0953|Torture & CID_1_A0953|Torture & CID_2_A0953|Torture & CID_3_A0953|Torture & CID_4_A0953|Torture & CID_5_A0953","North Hamgyong Provincial MSS Detention Centre |Musan County MSS Detention Centre|North Hamgyong Provincial MPS Detention Centre|Chongori Re-education Camp","North Hamgyong|North Hamgyong|North Hamgyong|North Hamgyong","Ministry of State Security|Ministry of State Security|Ministry of People's Security|Ministry of People's Security","Detention Centre|Detention Centre|Detention Centre|Re-education Camp",1,1,"North Korean","Ministry of State Security","60-69","Brigadier General (taejwa)","Musan County MSS Detention Centre","North Hamgyong","Detention Centre",1,"Arbitrary Deprivation of Liberty|Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of Freedom of Expression|Violation of Right to Health|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to a Fair Trial|Rape & Other Forms of Sexual Violence|Torture & CID|Torture & CID|Torture & CID|Torture & CID|Torture & CID",1,1,1,1,1,1,1,0,0,0,0
"1709","det-A0953","perp-A0957","01/02/2008","31/03/2008",2008,2008,"Women","50-59","Female","Released from all facilities","Arbitrary Deprivation of Liberty_2_A0953|Arbitrary Deprivation of Liberty_1_A0953|Violation of Freedom of Expression_2_A0953|Violation of Freedom of Expression_3_A0953|Violation of Right to Health_3_A0953|Violation of Right to Health_4_A0953|Violation of Right to Health_1_A0953|Violation of Right to Health_5_A0953|Violation of the Right to Freedom of Conscience, Thought and Religion_1_A0953|Violation of Freedom of Expression_1_A0953|Violation of Right to Health_2_A0953|Violation of Freedom of Expression_5_A0953|Violation of Freedom of Expression_4_A0953|Violation of the Right to Freedom of Conscience, Thought and Religion_2_A0953|Violation of the Right to Freedom of Conscience, Thought and Religion_3_A0953|Violation of the Right to Freedom of Conscience, Thought and Religion_4_A0953|Violation of the Right to Freedom of Conscience, Thought and Religion_5_A0953|Violation of the Right to a Fair Trial_A0953|Rape & Other Forms of Sexual Violence_A0953|Torture & CID_1_A0953|Torture & CID_2_A0953|Torture & CID_3_A0953|Torture & CID_4_A0953|Torture & CID_5_A0953","North Hamgyong Provincial MSS Detention Centre |Musan County MSS Detention Centre|North Hamgyong Provincial MPS Detention Centre|Chongori Re-education Camp","North Hamgyong|North Hamgyong|North Hamgyong|North Hamgyong","Ministry of State Security|Ministry of State Security|Ministry of People's Security|Ministry of People's Security","Detention Centre|Detention Centre|Detention Centre|Re-education Camp",1,1,"North Korean","Ministry of State Security","50-59","Unknown","Musan County MSS Detention Centre","North Hamgyong","Detention Centre",1,"Arbitrary Deprivation of Liberty|Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of Freedom of Expression|Violation of Right to Health|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to a Fair Trial|Rape & Other Forms of Sexual Violence|Torture & CID|Torture & CID|Torture & CID|Torture & CID|Torture & CID",1,1,1,1,1,1,1,0,0,0,0
