Title,Date added,Template,Vulnerable Population?,Age Range,Named Detainee,Gender,Status,Event 1 Date Range,Event 1 Violations,Event 2 Date Range,Event 2 Violations,Event 3 Date Range,Event 3 Violation,Related Penal Facilities,Province Where the Penal Facility is Located,Penal Facility Affiliation,Related Type of Penal Facility,Documents,Attachments,Published
A0541,10/08/2021,Detainees,Women,20-29,Unnamed,Female,Death in custody,01/05/2002~31/05/2002,Violation of the Right to Life_A0541,,,,,North Pyongan Provincial MPS Holding Centre ,North Pyongan,Ministry of People's Security,Holding Centre,,,Published
A0540,10/08/2021,Detainees,Women,20-29,Partially named,Female,Deceased,01/11/2001~31/05/2002,"Rape & Other Forms of Sexual Violence_A0540|Violation of Freedom of Expression_A0540|Violation of Right to Health_A0540|Sexual and Gender-based Violence_A0540",,,,,North Pyongan Provincial MSS Detention Centre,North Pyongan,Ministry of State Security,Detention Centre,,,Published
A0539,10/08/2021,Detainees,Women,30-39,Named,Female,Released from all facilities,01/11/2001~31/01/2003,"Arbitrary Deprivation of Liberty_A0539|Violation of Freedom of Expression_2_A0539|Violation of Right to Health_1_A0539|Violation of Right to Health_3_A0539|Violation of Freedom of Expression_1_A0539|Violation of Freedom of Expression_3_A0539|Violation of Right to Health_2_A0539|Forced Labour_A0539|Torture & CID_2_A0539|Torture & CID_3_A0539|Violation of the Right to a Fair Trial_A0539|Torture & CID_1_A0539|Rape & Other Forms of Sexual Violence_A0539|Sexual and Gender-based Violence_1_A0539|Sexual and Gender-based Violence_2_A0539|Sexual and Gender-based Violence_3_A0539",,,,,"North Hamgyong Provincial MSS Detention Centre |North Pyongan Provincial MSS Detention Centre|North Pyongan Provincial MPS Holding Centre ","North Hamgyong|North Pyongan|North Pyongan","Ministry of State Security|Ministry of State Security|Ministry of People's Security","Detention Centre|Detention Centre|Holding Centre",,,Published
A0791,09/08/2021,Detainees,Women,30-39,Unnamed,Female,Transferred to further penal facility,01/05/2005~31/05/2005,"Torture & CID_A0791|Arbitrary Deprivation of Liberty_A0791|Violation of the Right to Freedom of Conscience, Thought and Religion_A0791|Violation of Right to Health_A0791|Violation of Freedom of Expression_A0791",,,,,Onsong County MSS Detention Centre,North Hamgyong,Ministry of State Security,Detention Centre,,,Published
A0790,09/08/2021,Detainees,"Children|Women",10-19,Unnamed,Female,Unknown,01/09/2006~31/10/2006,"Violation of Right to Health_A0790|Arbitrary Deprivation of Liberty_A0790",,,,,Hoeryong City MSS Detention Centre,North Hamgyong,Ministry of State Security,Detention Centre,,,Published
A0789,09/08/2021,Detainees,Women,20-29,Unnamed,Female,Unknown,01/03/2005~30/04/2005,"Sexual and Gender-based Violence_A0789|Arbitrary Deprivation of Liberty_A0789|Violation of Right to Health_A0789|Violation of the Right to Freedom of Conscience, Thought and Religion_A0789|Violation of Freedom of Expression_A0789|Torture & CID_A0789",,,,,Onsong County MSS Detention Centre,North Hamgyong,Ministry of State Security,Detention Centre,,,Published
A0788,09/08/2021,Detainees,Women,40-49,Unnamed,Female,Death in custody,01/05/2005~31/05/2005,"Arbitrary Deprivation of Liberty_A0788|Violation of the Right to Life_A0788|Violation of Freedom of Expression_A0788|Violation of Right to Health_A0788|Violation of the Right to Freedom of Conscience, Thought and Religion_A0788|Forced Labour_A0788",,,,,North Hamgyong Provincial MPS Holding Centre (Nongpo),North Hamgyong,Ministry of People's Security,Holding Centre,,,Published
A0787,09/08/2021,Detainees,Women,20-29,Unnamed,Female,Death in custody,01/04/2005~31/05/2005,"Arbitrary Deprivation of Liberty_A0787|Forced Labour_A0787|Violation of Right to Health_A0787|Violation of the Right to Life_A0787|Violation of Freedom of Expression_A0787|Violation of the Right to Freedom of Conscience, Thought and Religion_A0787",,,,,North Hamgyong Provincial MPS Holding Centre (Nongpo),North Hamgyong,Ministry of People's Security,Holding Centre,,,Published
A0786,09/08/2021,Detainees,"Children|Women",10-19,Unnamed,Female,Transferred to further penal facility,01/04/2005~30/04/2005,"Violation of Freedom of Expression_A0786|Violation of the Rights of Children_A0786|Violation of the Right to Freedom of Conscience, Thought and Religion_A0786|Violation of Right to Health_A0786|Arbitrary Deprivation of Liberty_A0786",,,,,Onsong County Labour Training Centre,North Hamgyong,People's Committee of North Korea,Labour Training Centre,,,Published
A0785,09/08/2021,Detainees,"Children|Women",10-19,Unnamed,Female,Transferred to further penal facility,01/04/2005~30/04/2005,"Violation of the Rights of Children_A0785|Arbitrary Deprivation of Liberty_A0785|Violation of Freedom of Expression_A0785|Violation of Right to Health_A0785|Violation of the Right to Freedom of Conscience, Thought and Religion_A0785",,,,,Onsong County Labour Training Centre,North Hamgyong,People's Committee of North Korea,Labour Training Centre,,,Published
A0784,05/08/2021,Detainees,Women,30-39,Named,Female,Released from all facilities,01/03/2005~31/05/2005,"Arbitrary Deprivation of Liberty_1_A0784|Violation of Freedom of Expression_1_A0784|Violation of Freedom of Expression_2_A0784|Violation of Freedom of Expression_3_A0784|Violation of Right to Health_1_A0784|Torture & CID_2_A0784|Torture & CID_3_A0784|Violation of Right to Health_2_A0784|Violation of Right to Health_3_A0784|Forced Labour_1_A0784|Torture & CID_1_A0784",22/09/2006~12/11/2006,"Arbitrary Deprivation of Liberty_2_A0784|Violation of Right to Health_4_A0784|Forced Labour_2_A0784|Violation of Freedom of Expression_4_A0784|Torture & CID_4_A0784",,,"Onsong County MSS Detention Centre|Hoeryong City MSS Detention Centre|North Hamgyong Provincial MPS Holding Centre (Nongpo)|Onsong County Labour Training Centre|Hoeryong City MPS Detention Centre","North Hamgyong|North Hamgyong|North Hamgyong|North Hamgyong|North Hamgyong","Ministry of State Security|Ministry of State Security|Ministry of People's Security|People's Committee of North Korea|Ministry of People's Security","Detention Centre|Detention Centre|Holding Centre|Labour Training Centre|Detention Centre",,,Published
A0783,05/08/2021,Detainees,Women,50-59,Named,Female,Released from all facilities,01/12/2000~28/02/2001,"Violation of Freedom of Expression_A0783|Violation of Right to Health_A0783|Forced Labour_A0783|Arbitrary Deprivation of Liberty_A0783|Torture & CID_A0783|Violation of the Right to Freedom of Conscience, Thought and Religion_A0783",,,,,Onsong County MSS Detention Centre,North Hamgyong,Ministry of State Security,Detention Centre,,,Published
A0752 ,05/08/2021,Detainees,"Women|Pregnant Women",30-39,Unnamed,Female,Unknown,01/09/2008~30/12/2008,Violation of Right to Health_A0752,,,,,North Hamgyong Provincial MPS Holding Centre (Nongpo),North Hamgyong,Ministry of People's Security,Holding Centre,,,Published
A0751,05/08/2021,Detainees,"Pregnant Women|Women",30-39,Unnamed,Female,Unknown,01/09/2008~31/12/2008,Violation of Right to Health_A0751,,,,,North Hamgyong Provincial MPS Holding Centre (Nongpo),North Hamgyong,Ministry of People's Security,Holding Centre,,,Published
A0749,05/08/2021,Detainees,"Women|Children",10-19,Unnamed,Female,Unknown,01/07/2008~30/08/2008,"Violation of the Rights of Children_A0749|Violation of Right to Health_A0749|Violation of the Right to Freedom of Conscience, Thought and Religion_A0749|Violation of Freedom of Expression_A0749|Arbitrary Deprivation of Liberty_A0749",,,,,Onsong County MSS Detention Centre,North Hamgyong,Ministry of State Security,Detention Centre,,,Published
A0748 ,05/08/2021,Detainees,"Children|Women",10-19,Unnamed,Female,Unknown,01/07/2008~30/08/2008,"Violation of Right to Health_A0748|Violation of Freedom of Expression_A0748|Arbitrary Deprivation of Liberty_A0748|Violation of the Right to Freedom of Conscience, Thought and Religion_A0748|Violation of the Rights of Children_A0748",,,,,Onsong County MSS Detention Centre,North Hamgyong,Ministry of State Security,Detention Centre,,,Published
A0747,05/08/2021,Detainees,"Women|Children",10-19,Unnamed,Female,Unknown,01/07/2008~30/08/2008,"Violation of the Rights of Children_A0747|Violation of the Right to Freedom of Conscience, Thought and Religion_A0747|Arbitrary Deprivation of Liberty_A0747 |Violation of Right to Health_A0747|Violation of Freedom of Expression_A0747",,,,,Onsong County MSS Detention Centre,North Hamgyong,Ministry of State Security,Detention Centre,,,Published
A0746,05/08/2021,Detainees,Women,40-49,Named,Female,Released from all facilities,01/07/2008~31/12/2008,"Rape & Other Forms of Sexual Violence_A0746|Violation of the Right to Freedom of Conscience, Thought and Religion_A0746|Violation of Freedom of Expression_A0746|Violation of Right to Health_1_A0746|Arbitrary Deprivation of Liberty_A0746|Violation of Right to Health_2_A0746|Torture & CID_3_A0746|Violation of Right to Health_3_A0746|Torture & CID_2_A0746|Forced Labour_1_A0746|Forced Labour_2_A0746|Torture & CID_1_A0746|Sexual and Gender-based Violence_A0746",,,,"Arbitrary Deprivation of Liberty_A0746|Violation of Freedom of Expression_A0746|Violation of Right to Health_1_A0746|Violation of Right to Health_2_A0746|Violation of Right to Health_3_A0746|Violation of the Right to Freedom of Conscience, Thought and Religion_A0746|Forced Labour_1_A0746|Forced Labour_2_A0746|Rape & Other Forms of Sexual Violence_A0746|Torture & CID_1_A0746|Torture & CID_2_A0746|Torture & CID_3_A0746","Onsong County Labour Training Centre|Onsong County MSS Detention Centre|North Hamgyong Provincial MPS Holding Centre (Nongpo)","North Hamgyong|North Hamgyong|North Hamgyong","People's Committee of North Korea|Ministry of State Security|Ministry of People's Security","Labour Training Centre|Detention Centre|Holding Centre",,,Published
A0745,05/08/2021,Detainees,"Women|Children",10-19,Named,Female,Released from all facilities,01/07/2017~31/10/2017,"Arbitrary Deprivation of Liberty_A0745|Violation of the Rights of Children_1_A0745|Violation of Right to Health_1_A0745|Violation of Right to Health_3_A0745|Violation of Right to Health_2_A0745|Violation of Right to Health_4_A0745|Violation of Freedom of Expression_4_A0745|Violation of Freedom of Expression_1_A0745|Violation of Freedom of Expression_2_A0745|Violation of Freedom of Expression_3_A0745|Violation of the Rights of Children_2_A0745|Violation of the Rights of Children_3_A0745|Violation of the Rights of Children_4_A0745|Torture & CID_1_A0745|Torture & CID_3_A0745|Torture & CID_4_A0745|Torture & CID_2_A0745|Violation of the Right to Freedom of Conscience, Thought and Religion_1_A0745|Violation of the Right to Freedom of Conscience, Thought and Religion_3_A0745|Violation of the Right to Freedom of Conscience, Thought and Religion_2_A0745|Violation of the Right to Freedom of Conscience, Thought and Religion_4_A0745|Rape & Other Forms of Sexual Violence_A0745",,,,,"Hyesan City MPS Waiting Room|Hyesan City MPS Detention Centre|North Pyongan Provincial MPS Holding Centre |North Pyongan Provincial MSS Detention Centre","Ryanggang|Ryanggang|North Pyongan|North Pyongan","Ministry of People's Security|Ministry of People's Security|Ministry of People's Security|Ministry of State Security","Waiting Room|Detention Centre|Holding Centre|Detention Centre",,,Published
A0679,04/08/2021,Detainees,"Pregnant Women|Women",30-39,Unnamed,Female,Unknown,01/04/2004~30/04/2004,"Arbitrary Deprivation of Liberty_A0679|Violation of Freedom of Expression_A0679|Violation of the Right to Freedom of Conscience, Thought and Religion_A0679|Violation of Right to Health_A0679",,,,,Musan County MSS Detention Centre,North Hamgyong,Ministry of State Security,Detention Centre,,,Published
A0678,04/08/2021,Detainees,Women,30-39,Unnamed,Female,Unknown,01/04/2004~30/04/2004,"Arbitrary Deprivation of Liberty_A0678|Violation of the Right to Freedom of Conscience, Thought and Religion_A0678|Violation of Freedom of Expression_A0678|Violation of Right to Health_A0678",,,,,Onsong County MSS Detention Centre,North Hamgyong,Ministry of State Security,Detention Centre,,,Published
A0677,04/08/2021,Detainees,N/A,20-29,Unnamed,Male,Unknown,01/07/2004~31/12/2004,"Torture & CID_A0677|Forced Labour_A0677",,,,,Orangchon Hydroelectric Power Plant,North Hamgyong,People's Committee of North Korea,Temporary Detention Facility::Other,,,Published
A0676,04/08/2021,Detainees,Women,40-49,Unnamed,Female,Unknown,01/09/2004~31/10/2004,"Violation of Right to Health_A0676|Forced Labour_A0676",,,,,Orangchon Hydroelectric Power Plant,North Hamgyong,People's Committee of North Korea,Temporary Detention Facility::Other,,,Published
A0675,04/08/2021,Detainees,Women,20-29,Unnamed,Female,Unknown,01/04/2004~01/04/2004,"Violation of Freedom of Expression_A0675|Violation of the Right to Freedom of Conscience, Thought and Religion_A0675|Violation of Right to Health_A0675",,,,,Musan County MSS Detention Centre,North Hamgyong,Ministry of State Security,Detention Centre,,,Published
A0674,04/08/2021,Detainees,Women,30-39,Unnamed,Female,Unknown,01/04/2004~30/04/2004,"Torture & CID_A0674|Violation of Freedom of Expression_A0674|Violation of the Right to Freedom of Conscience, Thought and Religion_A0674|Violation of Right to Health_A0674",,,,,Onsong County MSS Detention Centre,North Hamgyong,Ministry of State Security,Detention Centre,,,Published
A0673,04/08/2021,Detainees,Women,20-29,Unnamed,Female,Unknown,01/04/2004~30/04/2004,"Torture & CID_A0673|Violation of Freedom of Expression_A0673|Violation of Right to Health_A0673|Violation of the Right to Freedom of Conscience, Thought and Religion_A0673",,,,,Musan County MSS Detention Centre,North Hamgyong,Ministry of State Security,Detention Centre,,,Published
A0672,03/08/2021,Detainees,Women,50-59,Unnamed,Female,Transferred to further penal facility,01/04/2004~30/04/2004,"Violation of Right to Health_A0672|Violation of Freedom of Expression_A0672|Violation of the Right to Freedom of Conscience, Thought and Religion_A0672",,,,,Musan County MSS Detention Centre,North Hamgyong,Ministry of State Security,Detention Centre,,,Published
A0671,03/08/2021,Detainees,Women,30-39,Unnamed,Female,Transferred to further penal facility,01/04/2004~30/04/2004,"Arbitrary Deprivation of Liberty_A0671|Violation of Freedom of Expression_A0671|Violation of the Right to Freedom of Conscience, Thought and Religion_A0671|Violation of Right to Health_A0671",,,,,Musan County MSS Detention Centre,North Hamgyong,Ministry of State Security,Detention Centre,,,Published
A0670,03/08/2021,Detainees,Women,40-49,Unnamed,Female,Unknown,01/04/2004~30/04/2004,"Violation of the Right to Freedom of Conscience, Thought and Religion_A0670|Violation of Freedom of Expression_A0670|Violation of Right to Health_A0670",,,,,Onsong County MSS Detention Centre,North Hamgyong,Ministry of State Security,Detention Centre,,,Published
A0669,03/08/2021,Detainees,Women,20-29,Unnamed,Female,Unknown,01/04/2004~30/04/2004,"Arbitrary Deprivation of Liberty_A0669|Violation of Right to Health_A0669|Violation of Freedom of Expression_A0669|Violation of the Right to Freedom of Conscience, Thought and Religion_A0669",,,,,Onsong County MSS Detention Centre,North Hamgyong,Ministry of State Security,Detention Centre,,,Published
A0668,03/08/2021,Detainees,Women,30-39,Named,Female,Released from all facilities,01/04/2004~31/12/2014,"Violation of Freedom of Expression_2_A0668|Arbitrary Deprivation of Liberty_A0668|Torture & CID_2_A0668|Violation of the Right to a Fair Trial_A0668|Torture & CID_1_A0668|Violation of the Right to Freedom of Conscience, Thought and Religion_1_A0668|Violation of Freedom of Expression_1_A0668|Rape & Other Forms of Sexual Violence_A0668|Violation of Right to Health_1_A0668|Violation of Right to Health_2_A0668|Forced Labour_A0668|Violation of the Right to Freedom of Conscience, Thought and Religion_2_A0668",,,,,"Onsong County MSS Detention Centre|Musan County MSS Detention Centre|Musan County MPS Detention Centre|Orangchon Hydroelectric Power Plant","North Hamgyong|North Hamgyong|North Hamgyong|North Hamgyong","Ministry of State Security|Ministry of State Security|Ministry of People's Security|People's Committee of North Korea","Detention Centre|Detention Centre|Detention Centre|Temporary Detention Facility::Other",,,Published
